Date,Time,Vin,Vout,Vbat,Fin,Fout,Load,Temp,UPS_Name
2025/05/13,23:02:37,227.0,220.0,272.5,59.9,59.9,27,27.0,UPS_10F
2025/05/13,22:02:29,230.0,220.0,272.5,59.9,59.9,27,27.0,UPS_10F
2025/05/13,21:02:21,230.5,220.0,272.5,59.9,59.9,28,27.0,UPS_10F
2025/05/13,20:02:12,229.0,220.0,272.5,59.9,59.9,27,26.0,UPS_10F
2025/05/13,19:02:04,228.5,220.0,272.5,59.9,59.9,27,26.0,UPS_10F
2025/05/13,18:01:57,228.0,220.0,272.2,59.9,59.9,28,26.0,UPS_10F
2025/05/13,17:01:49,227.0,220.0,272.5,60.0,60.0,27,25.0,UPS_10F
2025/05/13,16:01:40,229.0,220.0,272.5,59.9,59.9,27,25.0,UPS_10F
2025/05/13,15:01:31,229.0,220.0,272.5,60.0,60.0,27,24.0,UPS_10F
2025/05/13,14:01:23,228.0,220.5,272.2,60.0,60.0,27,24.0,UPS_10F
2025/05/13,13:01:15,228.5,220.0,272.2,59.9,59.9,27,24.0,UPS_10F
2025/05/13,12:01:07,228.5,220.0,272.2,60.0,60.0,27,24.0,UPS_10F
2025/05/13,11:00:58,221.0,220.0,272.2,59.9,59.9,27,21.0,UPS_10F
2025/05/13,10:00:50,223.0,220.0,272.2,60.0,60.0,27,22.0,UPS_10F
2025/05/13,09:00:42,221.5,220.0,272.2,59.9,59.9,27,23.0,UPS_10F
2025/05/13,08:00:34,224.0,220.5,272.2,59.9,59.9,27,23.0,UPS_10F
2025/05/13,07:00:25,225.5,220.0,272.2,59.9,59.9,27,23.0,UPS_10F
2025/05/13,06:00:17,227.5,220.5,272.2,60.0,60.0,28,23.0,UPS_10F
2025/05/13,05:00:09,227.5,220.0,272.2,59.9,59.9,27,23.0,UPS_10F
2025/05/13,04:00:01,227.5,220.0,272.2,59.9,59.9,28,23.0,UPS_10F
2025/05/13,02:59:53,227.5,220.0,272.2,60.0,60.0,27,23.0,UPS_10F
2025/05/13,01:59:44,226.5,220.0,272.2,60.0,60.0,27,23.0,UPS_10F
2025/05/13,00:59:36,225.5,220.0,272.2,59.9,59.9,28,23.0,UPS_10F
