Date,Time,Vin,Vout,Vbat,Fin,Fout,Load,Temp,UPS_Name
2025/06/07,23:24:51,222.5,220.0,272.5,59.9,59.9,28,30.0,UPS_10F
2025/06/07,22:24:43,225.0,220.0,272.5,59.9,59.9,29,30.0,UPS_10F
2025/06/07,21:24:35,225.0,220.0,272.5,59.9,59.9,28,30.0,UPS_10F
2025/06/07,20:24:26,225.5,220.0,272.5,60.0,60.0,28,29.0,UPS_10F
2025/06/07,19:24:17,226.0,220.5,272.5,59.9,59.9,28,29.0,UPS_10F
2025/06/07,18:24:09,226.5,220.0,272.5,59.9,59.9,28,29.0,UPS_10F
2025/06/07,17:24:01,226.5,220.0,272.5,59.9,59.9,30,29.0,UPS_10F
2025/06/07,16:23:52,227.0,220.0,272.5,59.9,59.9,29,29.0,UPS_10F
2025/06/07,15:23:44,226.5,220.0,272.5,59.9,59.9,27,29.0,UPS_10F
2025/06/07,14:23:36,226.5,220.0,272.5,59.9,59.9,28,28.0,UPS_10F
2025/06/07,13:23:28,225.0,220.0,272.5,59.9,59.9,28,28.0,UPS_10F
2025/06/07,12:23:19,225.0,220.0,272.2,59.9,59.9,28,24.0,UPS_10F
2025/06/07,11:23:11,224.5,220.0,272.2,60.0,60.0,28,24.0,UPS_10F
2025/06/07,10:23:03,225.0,220.0,272.2,59.9,59.9,28,24.0,UPS_10F
2025/06/07,09:22:54,225.5,220.0,272.2,59.9,59.9,28,24.0,UPS_10F
2025/06/07,08:22:46,225.5,220.5,272.2,59.9,59.9,28,24.0,UPS_10F
2025/06/07,07:22:38,226.5,220.0,272.5,59.9,59.9,28,24.0,UPS_10F
2025/06/07,06:22:29,225.5,220.5,272.2,60.0,60.0,28,24.0,UPS_10F
2025/06/07,05:22:21,226.0,220.5,272.5,60.0,60.0,28,24.0,UPS_10F
2025/06/07,04:22:13,225.5,220.0,272.2,59.9,59.9,28,24.0,UPS_10F
2025/06/07,03:22:04,225.0,220.0,272.2,59.9,59.9,29,24.0,UPS_10F
2025/06/07,02:21:56,224.5,220.0,272.5,60.0,60.0,29,24.0,UPS_10F
2025/06/07,01:21:48,224.0,220.0,272.5,59.9,59.9,29,24.0,UPS_10F
2025/06/07,00:21:40,223.0,220.0,272.2,60.0,60.0,30,24.0,UPS_10F
