Date,Time,Vin,Vout,Vbat,Fin,Fout,Load,Temp,UPS_Name
2025-05-29,16:09:08,229,220,2731,59.9,60.0,26,25,UPS_9F
2025-05-29,17:09:09,229,220,2725,60.0,60.0,25,25,UPS_9F
2025-05-29,18:09:10,226,220,2728,59.9,60.0,25,25,UPS_9F
2025-05-29,19:09:11,228,220,2725,60.0,60.0,26,24,UPS_9F
2025-05-29,20:09:11,227,220,2722,59.9,60.0,25,24,UPS_9F
2025-05-29,21:09:12,229,220,2728,60.0,60.0,25,24,UPS_9F
2025-05-29,22:09:12,228,220,2728,60.0,60.0,25,24,UPS_9F
2025-05-29,23:09:13,228,220,2728,59.9,60.0,25,24,UPS_9F
2025-05-30,00:09:14,227,220,2725,60.0,60.0,26,24,UPS_9F
2025-05-30,01:09:15,228,220,2725,60.0,60.0,26,24,UPS_9F
2025-05-30,02:09:15,229,220,2722,60.0,60.0,25,24,UPS_9F
2025-05-30,03:09:16,229,220,2725,60.0,60.0,25,23,UPS_9F
2025-05-30,04:09:16,230,220,2725,60.0,60.0,25,24,UPS_9F
2025-05-30,05:09:17,229,220,2725,59.9,60.0,25,24,UPS_9F
2025-05-30,06:09:18,229,220,2731,60.0,60.0,26,24,UPS_9F
2025-05-30,07:09:18,228,220,2731,59.9,60.0,26,24,UPS_9F
2025-05-30,08:09:18,229,220,2731,60.0,60.0,26,24,UPS_9F
2025-05-30,09:09:18,229,220,2728,60.0,60.0,25,24,UPS_9F
2025-05-30,10:09:18,227,220,2725,59.9,60.0,26,28,UPS_9F
2025-05-30,11:09:20,226,220,2731,60.0,60.0,25,25,UPS_9F
2025-05-30,12:09:20,226,220,2725,59.9,60.0,25,24,UPS_9F
2025-05-30,13:09:21,225,220,2725,59.9,60.0,24,24,UPS_9F
2025-05-30,14:09:21,226,220,2731,60.0,60.0,25,24,UPS_9F
2025-05-30,15:09:21,227,220,2728,60.0,60.0,25,24,UPS_9F
