Date,Time,Vin,Vout,Vbat,Fin,Fout,Load,Temp,UPS_Name
2025/05/14,23:05:56,226.5,220.0,272.5,59.9,59.9,28,25.0,UPS_10F
2025/05/14,22:05:47,228.0,220.0,272.2,59.9,59.9,27,25.0,UPS_10F
2025/05/14,21:05:40,228.5,220.0,272.5,60.0,60.0,28,26.0,UPS_10F
2025/05/14,20:05:31,229.0,220.0,272.2,59.9,59.9,27,25.0,UPS_10F
2025/05/14,19:05:23,228.5,220.0,272.5,60.0,60.0,27,25.0,UPS_10F
2025/05/14,18:05:15,227.5,220.0,272.2,59.9,59.9,27,26.0,UPS_10F
2025/05/14,17:05:06,227.0,220.0,272.5,59.9,59.9,27,26.0,UPS_10F
2025/05/14,16:04:58,228.5,220.0,272.2,60.0,60.0,29,26.0,UPS_10F
2025/05/14,15:04:49,227.5,220.0,272.5,60.0,60.0,27,25.0,UPS_10F
2025/05/14,14:04:41,227.5,220.0,272.5,60.0,60.0,28,25.0,UPS_10F
2025/05/14,13:04:32,224.0,220.0,272.5,60.0,60.0,27,25.0,UPS_10F
2025/05/14,12:04:24,227.0,220.5,272.5,60.0,60.0,27,24.0,UPS_10F
2025/05/14,11:04:16,225.5,220.0,272.5,59.9,59.9,27,27.0,UPS_10F
2025/05/14,10:04:06,224.0,220.0,272.5,60.0,60.0,29,27.0,UPS_10F
2025/05/14,09:03:58,224.5,220.0,272.5,59.9,59.9,28,27.0,UPS_10F
2025/05/14,08:03:49,227.5,220.0,272.5,59.9,59.9,28,27.0,UPS_10F
2025/05/14,07:03:41,227.5,220.0,272.5,59.9,59.9,28,28.0,UPS_10F
2025/05/14,06:03:33,229.5,220.0,272.5,59.9,59.9,27,27.0,UPS_10F
2025/05/14,05:03:25,229.5,220.0,272.5,59.9,59.9,27,28.0,UPS_10F
2025/05/14,04:03:17,230.0,220.0,272.5,59.9,59.9,28,27.0,UPS_10F
2025/05/14,03:03:09,229.5,220.5,272.5,60.0,60.0,27,27.0,UPS_10F
2025/05/14,02:03:01,228.5,220.0,272.5,59.9,59.9,27,27.0,UPS_10F
2025/05/14,01:02:53,229.0,220.0,272.5,59.9,59.9,28,27.0,UPS_10F
2025/05/14,00:02:45,228.0,220.5,272.5,59.9,59.9,27,27.0,UPS_10F
