Date,Time,Vin,Vout,Vbat,Fin,Fout,Load,Temp,UPS_Name
2025/05/21,23:28:57,226.0,220.0,272.5,60.0,60.0,28,28.0,UPS_10F
2025/05/21,22:28:49,226.5,220.0,272.5,59.9,59.9,29,28.0,UPS_10F
2025/05/21,21:28:40,227.5,220.0,272.5,60.0,60.0,29,28.0,UPS_10F
2025/05/21,20:28:32,228.0,220.0,272.5,59.9,59.9,28,28.0,UPS_10F
2025/05/21,19:28:24,228.0,220.0,272.5,60.0,60.0,28,28.0,UPS_10F
2025/05/21,18:28:15,227.0,220.0,272.5,59.9,59.9,29,28.0,UPS_10F
2025/05/21,17:28:07,228.0,220.0,272.5,60.0,60.0,28,28.0,UPS_10F
2025/05/21,16:27:59,226.0,220.0,272.5,60.0,60.0,28,28.0,UPS_10F
2025/05/21,15:27:51,225.0,220.0,272.5,60.0,60.0,27,27.0,UPS_10F
2025/05/21,14:27:42,224.5,220.0,272.5,59.9,59.9,27,27.0,UPS_10F
2025/05/21,13:27:34,223.0,220.5,272.5,59.9,59.9,27,27.0,UPS_10F
2025/05/21,12:27:25,225.5,220.0,272.5,60.0,60.0,27,27.0,UPS_10F
2025/05/21,11:27:17,223.5,220.5,272.2,60.0,60.0,28,22.0,UPS_10F
2025/05/21,10:27:09,224.5,220.0,272.2,60.0,60.0,28,22.0,UPS_10F
2025/05/21,09:27:01,225.0,220.5,272.2,60.0,60.0,29,24.0,UPS_10F
2025/05/21,08:26:52,225.0,220.0,272.2,59.9,59.9,27,23.0,UPS_10F
2025/05/21,07:26:44,226.5,220.0,272.2,60.0,60.0,27,23.0,UPS_10F
2025/05/21,06:26:36,226.0,220.0,272.2,59.9,59.9,27,23.0,UPS_10F
2025/05/21,05:26:28,228.0,220.0,272.2,60.0,60.0,27,23.0,UPS_10F
2025/05/21,04:26:20,227.0,220.0,272.2,59.9,59.9,28,23.0,UPS_10F
2025/05/21,03:26:12,227.0,220.5,272.2,59.9,59.9,28,24.0,UPS_10F
2025/05/21,02:26:04,229.5,220.0,272.2,60.0,60.0,29,24.0,UPS_10F
2025/05/21,01:25:56,227.0,220.0,272.2,59.9,59.9,28,23.0,UPS_10F
2025/05/21,00:25:48,226.0,220.0,272.2,60.0,60.0,28,24.0,UPS_10F
